user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
8554,17,4.75,9.36,6.46,5.06,7.51,84.93,Medium,TikTok
8555,39,5.11,10.14,5.21,8.84,3.11,71.91,Medium,TikTok
8556,34,2.52,6.74,5.4,4.81,9.93,98.76,Low,TikTok
8557,19,4.68,10.6,7.68,6.25,5.79,51.68,Medium,Instagram Reels
8558,37,3.17,3.67,7.9,2.9,1.37,78.49,Low,Instagram Reels
8559,19,1.61,4.5,6.64,5.61,7.95,76.56,High,Instagram Reels
8560,34,1.18,3.35,4.6,3.01,4.69,60.43,High,YouTube Shorts
8561,29,2.4,9.98,8.67,3.03,6.47,69.12,Low,TikTok
8562,32,1.26,4.29,8.22,3.52,9.56,54.12,High,Instagram Reels
8563,29,5.99,3.56,4.7,1.4,5.66,80.63,High,YouTube Shorts
8564,16,0.77,8.23,4.28,2.47,8.24,65.09,High,Instagram Reels
8565,43,2.93,2.77,6.68,4.82,3.73,41.41,Low,YouTube Shorts
8566,27,2.99,2.45,5.42,2.18,7.43,97.05,Medium,YouTube Shorts
8567,18,2.15,3.07,5.42,2.2,1.89,70.09,Low,Instagram Reels
8568,24,3.64,2.0,4.44,9.71,9.04,82.34,Low,YouTube Shorts
8569,27,1.32,8.97,8.77,4.84,2.8,51.82,Medium,Instagram Reels
8570,24,4.81,7.62,8.15,4.63,3.72,47.63,Low,TikTok
8571,43,2.33,4.1,4.57,3.41,9.62,94.15,Low,TikTok
8572,23,3.75,4.33,8.38,5.61,2.4,75.46,Low,YouTube Shorts
8573,22,4.44,10.11,7.41,6.36,3.29,69.6,High,Instagram Reels
8574,17,5.39,7.02,5.63,4.76,6.22,71.27,Low,TikTok
8575,30,5.1,8.99,8.36,4.54,9.83,54.17,Low,YouTube Shorts
8576,28,3.85,6.53,6.99,7.3,7.22,94.76,Medium,TikTok
8577,23,2.64,4.38,8.24,9.55,2.03,52.85,High,Instagram Reels
8578,44,3.27,11.7,6.35,8.9,7.73,49.48,High,YouTube Shorts
8579,35,4.73,7.66,6.5,2.07,4.84,95.8,Low,YouTube Shorts
8580,25,5.33,3.31,5.46,6.87,9.93,55.45,High,YouTube Shorts
8581,17,1.07,6.06,5.94,1.06,6.66,91.75,High,YouTube Shorts
8582,19,2.62,5.29,6.84,6.7,5.79,86.35,Medium,YouTube Shorts
8583,43,4.77,4.14,8.74,5.18,6.02,62.92,Medium,TikTok
8584,24,2.87,11.33,7.0,5.42,6.77,55.24,High,YouTube Shorts
8585,27,2.33,10.81,4.74,6.29,7.59,85.54,Medium,TikTok
8586,18,2.76,3.99,4.03,7.68,1.7,75.86,Low,TikTok
8587,38,3.82,5.52,8.25,7.57,2.18,55.24,Medium,YouTube Shorts
8588,27,6.0,9.62,5.82,1.4,3.7,93.45,Low,YouTube Shorts
8589,26,3.21,4.09,5.57,7.63,5.3,83.26,Medium,Instagram Reels
8590,19,1.65,7.92,8.0,8.47,3.8,94.56,High,Instagram Reels
8591,24,1.4,9.0,8.73,1.61,2.92,66.25,Low,Instagram Reels
8592,42,0.73,8.54,7.74,3.91,9.33,47.69,Medium,TikTok
8593,38,3.57,9.06,4.87,8.13,1.29,95.44,Medium,Instagram Reels
8594,23,3.5,9.07,5.96,5.44,9.45,76.09,Low,TikTok
8595,34,1.63,11.65,7.8,7.25,9.17,76.36,Medium,TikTok
8596,21,4.32,5.46,8.53,5.52,7.15,75.06,High,TikTok
8597,16,4.58,10.79,8.99,9.8,1.29,68.34,Low,YouTube Shorts
8598,36,1.93,2.22,6.56,9.43,3.03,55.3,High,TikTok
8599,38,2.39,4.88,8.11,3.53,9.81,76.78,Low,Instagram Reels
8600,42,5.95,2.49,4.23,4.47,9.15,83.12,Low,Instagram Reels
8601,37,2.56,8.51,5.43,4.88,9.68,94.99,Low,Instagram Reels
8602,21,4.68,3.01,5.86,1.94,9.97,44.33,Low,Instagram Reels
8603,22,2.99,10.46,8.88,4.64,1.57,55.28,High,TikTok
8604,21,4.86,8.47,4.02,7.97,6.14,86.6,High,Instagram Reels
8605,35,4.73,2.29,5.54,8.62,8.51,86.51,Low,TikTok
8606,37,4.17,9.15,8.65,8.98,3.88,52.72,Low,YouTube Shorts
8607,43,5.2,10.62,5.53,1.13,4.92,51.08,High,Instagram Reels
8608,28,5.67,8.61,5.13,8.1,3.55,62.03,Low,TikTok
8609,40,3.69,2.31,7.65,5.52,1.34,43.77,Low,TikTok
8610,33,1.81,10.58,7.73,2.86,1.65,83.82,High,TikTok
8611,19,2.69,9.32,6.36,5.49,1.19,80.19,High,Instagram Reels
8612,37,4.67,5.78,8.73,8.6,5.75,91.52,High,Instagram Reels
8613,39,4.08,5.29,5.01,4.91,6.57,65.8,Medium,Instagram Reels
8614,32,1.48,6.8,8.57,9.91,3.77,78.2,Low,TikTok
8615,34,0.78,10.67,7.78,6.55,8.44,97.24,High,TikTok
8616,26,4.26,4.52,5.84,5.41,8.99,97.53,Low,YouTube Shorts
8617,37,1.88,3.01,8.03,3.65,2.26,44.26,Medium,TikTok
8618,31,3.25,10.65,4.67,1.1,1.47,40.11,High,TikTok
8619,27,4.61,2.26,4.65,6.49,3.87,97.6,High,YouTube Shorts
8620,16,3.59,11.11,8.65,6.2,7.42,72.12,Low,Instagram Reels
8621,39,0.96,5.06,4.47,5.65,5.57,82.02,Low,TikTok
8622,27,1.52,7.08,4.02,5.84,5.39,94.76,High,YouTube Shorts
8623,40,1.71,3.32,5.95,8.59,2.37,65.99,High,TikTok
8624,21,1.92,11.02,4.52,3.85,4.16,66.44,Low,YouTube Shorts
8625,42,3.61,9.5,8.32,5.95,9.63,50.02,Low,Instagram Reels
8626,24,3.27,11.24,8.61,7.12,4.07,94.35,High,TikTok
8627,37,1.62,8.83,6.41,2.89,6.32,78.86,Medium,YouTube Shorts
8628,20,0.87,3.85,6.13,9.32,1.53,50.82,Low,Instagram Reels
8629,17,1.44,5.08,6.7,7.63,1.57,73.59,Low,YouTube Shorts
8630,40,5.91,6.87,5.13,1.48,4.82,59.69,Low,YouTube Shorts
8631,17,3.08,8.07,5.49,8.79,6.44,48.83,High,TikTok
8632,32,5.27,11.26,4.5,9.37,4.35,50.91,High,Instagram Reels
8633,25,5.17,5.84,6.23,8.14,2.61,73.56,High,TikTok
8634,36,3.31,9.03,7.06,4.84,7.62,73.86,Low,Instagram Reels
8635,34,4.39,11.61,8.65,9.95,2.26,87.4,Low,TikTok
8636,19,1.56,3.52,7.7,2.12,7.01,54.88,Medium,Instagram Reels
8637,33,4.29,10.63,7.62,5.83,9.61,94.95,High,YouTube Shorts
8638,36,2.0,6.21,5.54,2.53,5.23,71.12,High,Instagram Reels
8639,41,5.08,9.32,8.44,4.95,2.8,52.25,Low,YouTube Shorts
8640,42,0.96,4.94,8.73,9.35,8.58,64.8,Low,YouTube Shorts
8641,33,4.75,5.34,8.66,8.15,5.55,95.4,Medium,TikTok
8642,44,1.05,2.27,4.19,8.04,9.31,68.69,Low,Instagram Reels
8643,29,5.35,11.71,7.02,4.18,7.49,92.48,Low,TikTok
8644,44,2.17,10.13,7.22,9.41,4.88,49.59,Low,Instagram Reels
8645,30,4.1,2.94,5.48,4.31,6.56,94.84,Medium,Instagram Reels
8646,38,3.18,12.0,8.96,1.36,2.53,65.84,Medium,TikTok
8647,23,2.51,8.05,5.46,6.74,4.49,96.17,Medium,Instagram Reels
8648,18,4.05,10.54,5.08,4.26,6.34,91.96,Medium,TikTok
8649,29,5.71,2.67,6.42,2.38,6.31,79.6,Medium,YouTube Shorts
8650,39,0.73,5.89,5.62,9.41,6.28,80.37,High,YouTube Shorts
8651,26,5.55,8.7,8.62,6.74,7.69,52.69,Low,Instagram Reels
8652,37,3.85,3.06,6.2,9.46,1.95,76.17,Medium,TikTok
8653,17,4.94,6.89,6.05,6.25,1.66,72.97,Medium,Instagram Reels
8654,37,2.61,6.43,7.13,1.57,2.33,60.05,Medium,YouTube Shorts
8655,28,3.1,4.16,4.41,1.27,8.13,70.34,Medium,Instagram Reels
8656,31,5.28,5.0,7.78,9.11,1.58,95.75,Low,YouTube Shorts
8657,33,2.78,11.67,7.84,1.35,3.03,40.32,Low,YouTube Shorts
8658,20,3.44,4.89,6.37,6.54,3.29,65.03,High,YouTube Shorts
8659,18,0.61,4.13,8.78,3.68,6.83,60.02,Low,TikTok
8660,21,1.37,7.36,6.9,7.19,4.61,97.67,Medium,TikTok
8661,44,4.03,8.71,7.48,3.56,2.79,98.43,Medium,YouTube Shorts
8662,33,4.44,9.25,8.62,1.33,5.05,75.14,Medium,YouTube Shorts
8663,31,3.7,9.54,7.33,7.58,7.17,73.0,Medium,YouTube Shorts
8664,39,1.29,2.37,6.16,3.8,8.07,94.19,Low,YouTube Shorts
8665,30,2.95,5.94,4.12,5.96,2.11,40.39,Low,TikTok
8666,29,2.45,9.74,7.64,7.96,7.43,73.74,High,TikTok
8667,36,3.23,11.05,8.82,7.33,1.04,41.48,Low,TikTok
8668,22,5.29,8.02,6.35,4.14,7.52,98.09,Medium,TikTok
8669,33,4.77,2.52,5.7,7.73,6.95,59.21,Medium,Instagram Reels
8670,22,0.96,5.97,6.6,9.33,5.22,71.25,Low,Instagram Reels
8671,32,5.4,2.74,7.64,6.49,2.23,65.05,High,TikTok
8672,42,3.09,9.49,4.0,7.33,7.88,93.62,High,Instagram Reels
8673,30,4.59,2.64,8.44,8.79,1.65,99.99,Low,YouTube Shorts
8674,34,1.27,3.86,8.43,8.59,9.06,44.1,Low,Instagram Reels
8675,33,4.19,6.17,6.71,4.16,7.96,83.92,Low,TikTok
8676,24,1.8,6.63,4.61,9.93,7.67,62.08,Medium,TikTok
8677,31,2.91,6.06,7.36,1.26,7.79,48.34,Low,YouTube Shorts
8678,27,0.59,6.63,4.69,9.88,1.61,64.33,Low,TikTok
8679,27,1.33,9.13,6.54,3.21,9.91,99.89,High,TikTok
8680,21,1.01,5.69,4.47,4.96,8.73,61.45,High,TikTok
8681,41,1.82,7.48,6.95,8.95,5.57,56.64,Medium,TikTok
8682,24,1.05,5.03,5.59,3.2,7.47,90.77,High,TikTok
8683,16,4.31,5.54,8.15,3.02,7.65,92.08,High,TikTok
8684,18,0.66,8.14,8.0,6.79,8.47,60.33,Low,Instagram Reels
8685,39,3.9,6.9,8.99,7.35,3.3,57.92,High,TikTok
8686,20,1.27,9.23,5.29,1.07,4.35,78.84,High,YouTube Shorts
8687,38,5.7,7.61,4.31,5.05,8.2,52.31,High,Instagram Reels
8688,32,5.63,10.04,6.22,5.4,7.92,69.02,High,TikTok
8689,37,1.74,6.43,4.42,3.45,5.7,48.48,High,Instagram Reels
8690,20,3.88,6.91,4.89,5.91,4.57,58.29,High,TikTok
8691,43,0.65,8.7,6.99,2.39,9.72,57.85,High,TikTok
8692,44,5.62,4.21,6.96,3.91,4.74,81.69,High,Instagram Reels
8693,39,3.38,5.86,4.22,7.42,7.88,56.94,Medium,Instagram Reels
8694,37,0.74,8.25,6.21,8.86,4.71,93.91,Low,YouTube Shorts
8695,31,2.38,2.29,6.65,6.3,3.79,98.98,High,Instagram Reels
8696,28,0.92,6.37,5.34,1.67,6.77,44.86,Low,TikTok
8697,38,2.66,7.99,8.36,7.11,8.27,63.86,High,TikTok
8698,25,4.18,11.67,4.81,9.08,9.83,58.11,Medium,YouTube Shorts
8699,40,3.08,10.77,5.27,5.54,2.34,61.12,High,Instagram Reels
8700,33,2.61,4.81,4.78,5.44,8.89,55.92,Medium,Instagram Reels
8701,44,1.16,7.07,4.58,9.92,5.72,62.96,High,YouTube Shorts
8702,16,1.85,2.56,8.39,6.73,1.97,48.48,High,Instagram Reels
8703,42,1.05,4.41,5.39,8.25,8.15,56.79,Low,Instagram Reels
8704,17,4.94,9.75,7.61,6.82,3.98,84.87,High,Instagram Reels
8705,25,1.24,3.23,6.14,2.99,8.81,60.64,High,Instagram Reels
8706,20,3.77,4.58,7.18,3.56,2.42,52.47,Medium,TikTok
8707,43,2.39,11.44,8.64,6.99,7.4,46.51,Low,Instagram Reels
8708,28,1.74,10.24,8.22,5.1,3.71,60.88,High,YouTube Shorts
8709,33,4.02,9.82,4.34,4.64,3.32,78.6,Low,YouTube Shorts
8710,40,3.01,10.65,8.23,1.2,1.45,55.2,Low,YouTube Shorts
8711,30,2.7,9.5,6.26,8.96,5.34,65.35,High,Instagram Reels
8712,35,3.76,3.21,5.75,8.96,4.52,97.14,High,TikTok
8713,36,3.2,7.17,7.36,5.15,1.56,73.14,High,YouTube Shorts
8714,38,2.17,6.44,8.75,7.31,3.04,71.92,High,YouTube Shorts
8715,21,3.57,5.11,4.47,2.6,5.39,64.6,High,TikTok
8716,44,4.18,10.34,7.84,5.53,8.27,73.41,Low,YouTube Shorts
8717,41,0.65,6.64,5.02,4.95,9.37,99.07,Medium,Instagram Reels
8718,22,3.06,2.6,5.9,6.91,5.64,55.23,Low,YouTube Shorts
8719,33,0.82,4.75,8.37,5.23,4.63,96.52,High,Instagram Reels
8720,34,1.53,4.29,6.73,5.49,9.59,48.94,Low,TikTok
8721,30,3.58,10.87,4.34,3.66,9.67,46.67,Medium,TikTok
8722,36,5.26,8.47,6.54,1.44,2.71,79.28,Low,YouTube Shorts
8723,41,5.36,7.6,7.95,9.25,5.78,55.07,High,Instagram Reels
8724,21,0.88,7.07,6.64,1.11,8.39,66.66,High,TikTok
8725,23,2.81,8.5,4.83,3.53,8.4,83.78,High,YouTube Shorts
8726,27,3.71,9.55,6.23,5.03,7.16,72.09,Medium,YouTube Shorts
8727,15,1.31,7.54,8.62,3.87,5.24,40.82,High,YouTube Shorts
8728,43,4.71,11.38,7.29,5.97,4.63,58.35,High,TikTok
8729,22,4.59,11.77,7.65,5.15,8.26,43.88,High,Instagram Reels
8730,38,5.47,11.95,7.93,3.3,3.03,95.57,High,Instagram Reels
8731,36,0.55,8.69,4.45,1.79,4.86,87.68,Low,Instagram Reels
8732,18,1.69,11.33,6.91,2.24,6.1,99.03,High,YouTube Shorts
8733,17,5.05,6.04,5.88,5.38,8.49,93.11,Low,Instagram Reels
8734,41,4.19,10.6,4.7,8.61,4.36,68.52,Medium,TikTok
8735,17,5.42,11.09,5.01,1.91,5.94,92.96,Low,YouTube Shorts
8736,36,0.81,11.04,7.91,7.09,3.51,80.35,Low,TikTok
8737,27,3.78,10.31,4.81,8.13,8.53,71.48,Low,TikTok
8738,22,3.63,6.07,5.56,3.49,8.07,62.24,Low,TikTok
8739,21,0.7,3.59,5.42,7.01,8.38,80.86,Low,Instagram Reels
8740,41,3.32,5.34,4.24,7.18,1.52,75.41,Low,YouTube Shorts
8741,15,3.85,9.67,6.31,7.37,5.38,76.85,Medium,YouTube Shorts
8742,41,1.55,4.33,7.83,9.02,2.22,63.99,High,TikTok
8743,30,2.0,6.78,4.11,4.59,7.06,84.36,Medium,YouTube Shorts
8744,20,4.02,7.65,4.56,3.19,3.8,44.88,Low,YouTube Shorts
8745,21,3.08,8.04,7.6,5.89,7.97,83.57,Low,Instagram Reels
8746,26,5.22,11.36,6.97,1.56,1.59,83.85,Low,YouTube Shorts
8747,37,2.38,8.61,7.58,4.01,5.62,70.96,Medium,TikTok
8748,23,1.97,9.86,5.15,8.95,2.11,55.8,Low,YouTube Shorts
8749,41,5.92,7.82,8.02,5.79,6.02,71.16,Medium,TikTok
8750,25,5.51,10.34,6.4,4.93,6.47,47.39,Low,YouTube Shorts
8751,24,0.66,4.64,7.05,3.39,5.16,57.11,Low,TikTok
8752,35,4.74,4.1,4.46,3.25,3.52,65.28,Medium,TikTok
8753,15,1.11,11.26,5.03,3.13,1.29,80.39,Medium,YouTube Shorts
8754,32,0.65,8.93,7.87,8.46,6.96,51.23,Medium,TikTok
8755,18,2.01,8.72,5.12,9.87,8.83,49.49,Medium,Instagram Reels
8756,19,1.98,6.67,4.46,5.81,7.6,76.47,Low,Instagram Reels
8757,23,5.01,5.77,6.99,1.72,9.04,80.77,Low,TikTok
8758,41,4.41,7.56,6.74,7.76,9.37,45.02,High,TikTok
8759,31,5.9,3.21,7.04,8.89,5.05,41.99,Low,TikTok
8760,17,4.41,6.55,7.09,9.38,7.28,48.83,Low,YouTube Shorts
8761,30,2.8,6.55,6.5,6.66,4.58,94.06,Low,Instagram Reels
8762,19,4.34,7.38,6.47,5.56,9.28,80.36,Low,YouTube Shorts
8763,30,6.0,8.35,8.62,6.58,6.07,95.26,Low,YouTube Shorts
8764,17,4.41,11.57,6.67,1.12,7.77,79.88,High,Instagram Reels
8765,34,4.69,8.52,7.09,6.9,1.13,97.91,Medium,YouTube Shorts
8766,29,5.66,10.84,5.33,7.39,6.18,66.33,Low,YouTube Shorts
8767,44,1.13,7.56,8.36,7.5,7.68,75.95,Low,Instagram Reels
8768,17,4.38,8.27,4.12,6.07,3.31,76.07,Medium,TikTok
8769,34,5.18,2.7,6.79,7.3,1.13,40.19,Medium,YouTube Shorts
8770,28,5.75,3.33,5.92,6.75,7.69,41.65,High,YouTube Shorts
8771,30,1.66,7.8,7.02,2.04,4.04,48.72,High,YouTube Shorts
8772,43,3.27,5.96,5.8,9.09,4.86,70.67,High,Instagram Reels
8773,43,4.24,9.99,7.59,6.6,6.06,65.83,Medium,TikTok
8774,31,1.86,7.43,4.1,7.55,1.99,72.38,Low,TikTok
8775,42,3.8,10.82,6.03,4.09,1.93,88.03,Medium,YouTube Shorts
8776,38,1.92,11.72,8.16,9.27,9.65,89.33,Low,YouTube Shorts
8777,34,2.33,3.48,5.25,5.52,4.05,98.62,Medium,YouTube Shorts
8778,37,2.93,5.95,4.26,7.11,3.3,73.45,Medium,Instagram Reels
8779,32,3.41,8.65,6.48,9.57,1.43,60.83,Medium,YouTube Shorts
8780,32,2.97,5.05,8.88,9.24,2.57,58.48,Medium,YouTube Shorts
8781,36,3.21,4.67,4.32,6.8,4.88,60.44,Low,Instagram Reels
8782,28,2.14,10.14,4.35,2.49,4.08,59.43,Low,TikTok
8783,32,1.37,11.8,6.98,9.56,4.82,63.58,Low,TikTok
8784,29,0.76,9.74,5.25,9.86,7.34,44.49,Low,YouTube Shorts
8785,29,1.58,7.24,6.05,1.93,6.78,78.01,High,TikTok
8786,20,3.7,6.43,8.15,5.05,5.44,74.08,High,Instagram Reels
8787,41,4.82,7.4,4.99,5.93,8.33,67.72,Medium,Instagram Reels
8788,29,1.43,6.63,7.6,1.83,8.72,44.87,Low,Instagram Reels
8789,32,1.1,7.03,6.52,2.71,6.32,45.59,Low,Instagram Reels
8790,18,4.62,4.03,8.52,5.84,2.06,72.71,Medium,Instagram Reels
8791,37,2.18,11.04,8.86,9.67,4.66,42.19,Medium,TikTok
8792,22,5.73,9.55,6.42,1.25,6.71,83.49,Medium,TikTok
8793,29,4.43,8.81,6.92,9.21,1.57,99.63,Low,TikTok
8794,17,2.3,11.5,7.73,9.09,1.18,75.84,Low,TikTok
8795,44,2.09,4.84,5.59,8.71,9.54,83.41,Low,YouTube Shorts
8796,29,3.38,2.81,5.13,4.4,7.57,66.34,High,YouTube Shorts
8797,27,0.94,10.26,8.82,5.42,2.38,80.04,Medium,Instagram Reels
8798,23,1.15,11.98,6.16,4.63,5.01,79.11,Low,YouTube Shorts
8799,16,1.47,7.78,4.01,9.53,2.74,89.45,Medium,YouTube Shorts
8800,38,4.76,2.59,8.19,5.69,1.09,82.68,High,TikTok
8801,22,3.33,9.8,7.0,1.73,4.53,84.94,Medium,YouTube Shorts
8802,43,0.56,2.74,4.84,3.47,6.84,73.4,Low,Instagram Reels
8803,44,4.2,7.4,4.15,5.16,9.59,69.07,Medium,YouTube Shorts
8804,34,2.83,4.78,5.46,9.58,7.93,67.52,Low,TikTok
8805,31,3.31,11.15,8.64,6.12,3.07,63.52,High,YouTube Shorts
8806,27,1.68,6.51,8.67,7.26,4.03,55.96,High,YouTube Shorts
8807,15,3.53,10.98,5.56,1.8,5.69,42.0,Low,YouTube Shorts
8808,16,5.89,4.99,8.18,8.9,2.72,80.27,High,YouTube Shorts
8809,44,0.9,5.87,6.21,5.85,8.5,94.06,Medium,TikTok
8810,29,2.06,11.47,7.27,9.29,2.51,95.83,High,TikTok
8811,26,1.84,4.01,5.67,5.01,3.61,74.83,High,Instagram Reels
8812,28,1.87,7.79,6.58,7.15,6.2,45.65,High,Instagram Reels
8813,39,2.58,5.89,5.47,5.24,2.11,92.72,High,TikTok
8814,43,5.0,9.74,4.31,2.28,6.62,84.86,Low,Instagram Reels
8815,16,5.52,3.29,4.7,3.45,9.5,55.08,High,TikTok
8816,32,1.61,6.37,5.45,1.61,7.22,88.21,Low,Instagram Reels
8817,36,3.49,8.99,8.88,4.96,8.32,68.32,Low,Instagram Reels
8818,21,4.0,6.07,8.83,6.84,4.95,93.26,Low,YouTube Shorts
8819,43,3.37,2.59,8.14,3.19,4.29,54.86,Medium,TikTok
8820,37,2.89,9.05,5.16,5.41,3.96,88.05,Medium,Instagram Reels
8821,43,1.56,7.03,6.21,5.13,6.94,82.71,Low,Instagram Reels
8822,39,3.19,2.11,6.2,5.8,5.67,40.87,Medium,YouTube Shorts
8823,20,2.71,8.13,5.93,2.66,5.25,73.8,High,Instagram Reels
8824,28,4.88,11.2,4.22,5.81,1.91,82.93,Medium,Instagram Reels
8825,22,4.7,3.11,6.67,4.28,7.06,49.38,High,Instagram Reels
8826,41,1.24,7.91,4.36,3.57,7.53,71.91,Medium,Instagram Reels
8827,36,0.99,9.29,8.01,6.27,2.77,58.24,Low,Instagram Reels
8828,16,5.49,2.71,7.46,2.33,7.84,81.78,Low,YouTube Shorts
8829,31,3.45,2.23,5.76,9.11,8.91,72.41,Medium,Instagram Reels
8830,19,5.22,6.64,7.24,9.41,2.57,77.29,High,Instagram Reels
8831,28,0.82,9.91,5.17,6.95,5.07,44.35,High,Instagram Reels
8832,39,3.4,3.61,5.33,3.73,8.89,48.27,Low,TikTok
8833,38,3.47,10.37,5.57,6.63,5.39,73.13,High,TikTok
8834,44,5.23,8.57,7.99,6.41,8.34,50.87,Low,Instagram Reels
8835,43,1.04,5.32,5.05,4.52,2.94,69.92,Medium,YouTube Shorts
8836,34,1.82,7.16,6.81,3.59,1.58,81.4,Medium,Instagram Reels
8837,35,2.74,11.66,5.0,2.52,1.54,88.59,Medium,TikTok
8838,43,5.26,4.16,5.43,2.96,9.75,48.58,Low,TikTok
8839,35,5.66,7.0,5.18,6.88,2.48,84.51,Medium,YouTube Shorts
8840,36,5.96,8.24,7.23,8.97,8.78,61.79,High,Instagram Reels
8841,17,5.78,3.38,6.63,4.46,3.84,80.74,Low,TikTok
8842,19,0.53,2.44,7.61,2.1,1.36,48.72,High,TikTok
8843,30,0.76,2.13,5.1,1.12,3.17,70.91,Medium,YouTube Shorts
8844,32,1.31,5.25,4.05,4.65,5.55,90.25,Low,TikTok
8845,40,2.42,2.74,7.4,3.09,1.96,46.39,Low,TikTok
8846,31,5.06,10.04,4.57,3.9,9.3,89.66,Low,YouTube Shorts
8847,25,5.41,11.97,5.23,3.18,9.1,67.17,Medium,YouTube Shorts
8848,31,1.53,2.61,5.53,6.98,2.34,89.4,Low,YouTube Shorts
8849,30,3.91,6.33,7.73,6.75,7.63,97.5,Low,TikTok
8850,40,5.55,2.26,7.13,9.21,5.15,49.58,Medium,TikTok
8851,37,3.05,3.34,4.92,7.3,9.84,80.47,Medium,Instagram Reels
8852,16,1.07,5.23,6.99,2.48,1.5,54.11,High,Instagram Reels
8853,18,3.02,5.94,7.54,7.76,5.24,48.13,High,Instagram Reels
8854,35,2.57,11.4,5.94,2.63,3.57,77.68,High,YouTube Shorts
8855,21,3.68,5.96,5.23,6.03,7.54,46.48,Low,TikTok
8856,16,2.91,6.96,7.39,1.69,2.0,67.91,Medium,TikTok
8857,44,0.6,4.46,7.05,1.43,6.65,78.16,High,Instagram Reels
8858,20,5.97,2.0,4.39,5.18,9.53,69.98,High,YouTube Shorts
8859,31,3.49,10.99,7.33,1.94,5.08,81.82,Medium,TikTok
8860,21,3.1,2.82,6.44,3.76,5.09,88.08,Low,Instagram Reels
8861,39,5.75,11.64,7.77,4.05,5.46,92.33,Medium,YouTube Shorts
8862,19,1.36,3.31,4.95,7.92,4.74,73.59,Medium,TikTok
8863,19,1.54,8.05,5.29,3.99,5.03,56.6,Medium,Instagram Reels
8864,34,4.94,11.99,6.72,5.45,5.17,70.58,Low,YouTube Shorts
8865,30,1.93,3.38,6.41,7.95,9.98,63.26,High,Instagram Reels
8866,33,4.9,6.24,5.93,2.84,2.05,53.56,High,Instagram Reels
8867,23,1.99,9.8,7.73,8.24,3.57,71.74,Low,TikTok
8868,19,0.68,2.32,6.82,8.49,2.9,41.36,Medium,Instagram Reels
8869,22,3.34,8.9,7.55,9.9,5.9,76.33,Medium,TikTok
8870,23,1.58,2.8,4.77,5.0,1.03,89.3,High,TikTok
8871,19,4.67,4.37,7.64,4.34,9.29,99.97,High,YouTube Shorts
8872,24,4.03,3.6,6.31,7.32,5.78,95.3,Medium,YouTube Shorts
8873,39,5.58,11.07,4.17,1.52,9.06,45.39,Low,YouTube Shorts
8874,16,4.81,3.8,5.17,1.36,4.1,49.75,High,Instagram Reels
8875,23,1.49,2.4,4.13,4.01,2.35,48.32,Low,TikTok
8876,25,4.9,7.88,6.28,7.57,2.73,73.5,Low,TikTok
8877,18,4.03,5.46,5.63,2.05,5.24,42.76,Medium,YouTube Shorts
8878,36,4.18,6.06,8.94,6.72,1.36,96.22,Low,TikTok
8879,36,5.08,3.19,8.34,3.43,8.04,43.71,Medium,TikTok
8880,36,3.66,9.48,8.13,6.87,8.12,63.48,Low,TikTok
8881,16,3.06,8.02,6.51,5.11,7.32,93.64,High,YouTube Shorts
8882,37,4.0,5.64,8.04,2.04,9.07,96.9,Medium,YouTube Shorts
8883,43,2.14,3.72,5.33,3.23,5.95,67.92,Medium,Instagram Reels
8884,20,1.5,7.93,6.8,2.98,5.31,69.31,Medium,Instagram Reels
8885,41,3.89,9.79,5.96,2.48,5.76,78.17,Medium,Instagram Reels
8886,28,1.79,5.12,4.86,5.22,2.64,64.46,High,YouTube Shorts
8887,15,0.94,2.26,4.36,9.59,5.61,59.48,Medium,YouTube Shorts
8888,32,0.5,4.14,6.79,6.92,5.88,84.37,Medium,TikTok
8889,21,3.85,8.82,4.49,8.52,7.88,75.72,High,Instagram Reels
8890,15,2.49,11.89,7.59,9.83,4.13,68.9,Low,YouTube Shorts
8891,15,4.64,2.13,8.61,5.87,1.83,46.05,High,TikTok
8892,15,2.56,5.06,4.81,3.14,6.38,44.13,Low,Instagram Reels
8893,38,3.17,2.62,6.35,9.35,8.09,70.65,Medium,TikTok
8894,18,2.74,5.16,7.69,7.29,9.73,77.17,Medium,YouTube Shorts
8895,18,4.08,6.06,5.43,9.63,1.81,79.45,Low,Instagram Reels
8896,43,2.46,11.21,8.6,6.86,7.72,93.69,Medium,YouTube Shorts
8897,32,5.8,2.81,8.44,7.98,6.36,88.97,High,TikTok
8898,41,5.65,9.77,4.52,9.02,1.14,48.45,High,Instagram Reels
8899,25,5.16,5.96,4.14,7.83,7.46,87.67,High,Instagram Reels
8900,41,5.56,10.11,8.88,6.06,1.24,80.58,Low,Instagram Reels
8901,15,2.97,7.13,8.78,5.25,8.07,89.68,Low,TikTok
8902,42,3.45,2.39,6.11,8.41,7.49,90.6,Low,TikTok
8903,24,4.58,11.46,4.25,7.95,7.19,60.73,Medium,YouTube Shorts
8904,23,4.33,2.83,7.09,4.3,2.08,55.8,Low,TikTok
8905,37,5.4,7.98,5.47,5.48,9.27,73.16,High,TikTok
8906,18,4.44,10.78,8.68,6.71,9.09,57.92,Low,Instagram Reels
8907,42,5.99,2.8,7.97,1.26,9.1,60.98,High,TikTok
8908,20,2.42,7.54,7.25,3.23,4.24,44.15,Medium,Instagram Reels
